frame,time_s,x,y,w,h,cx,cy
0,0.0000,210.8,471.0,152.0,177.0,286.8,559.5
1,0.0333,210.9,471.4,152.0,177.0,286.9,559.9
2,0.0667,210.9,471.6,152.0,177.0,286.9,560.1
3,0.1000,210.9,471.7,152.0,177.0,286.9,560.2
4,0.1333,210.8,471.5,152.0,177.0,286.8,560.0
5,0.1666,209.0,469.5,155.0,181.0,286.5,560.0
6,0.2000,207.3,467.2,158.0,185.0,286.3,559.7
7,0.2333,203.8,463.5,164.0,192.0,285.8,559.5
8,0.2666,201.4,461.0,168.0,196.0,285.4,559.0
9,0.3000,197.3,456.2,175.0,204.0,284.8,558.2
10,0.3333,194.9,453.6,178.0,208.0,283.9,557.6
11,0.3666,188.7,446.3,189.0,221.0,283.2,556.8
12,0.4000,191.3,449.6,182.0,212.0,282.3,555.6
13,0.4333,190.5,448.6,182.0,212.0,281.5,554.6
14,0.4666,188.4,445.9,185.0,216.0,280.9,553.9
15,0.4999,187.8,445.2,185.0,216.0,280.3,553.2
16,0.5333,191.0,448.5,178.0,208.0,280.0,552.5
17,0.5666,192.0,449.9,175.0,204.0,279.5,551.9
18,0.5999,191.8,449.3,175.0,204.0,279.3,551.3
19,0.6333,191.8,448.9,175.0,204.0,279.3,550.9
20,0.6666,193.9,450.7,171.0,200.0,279.4,550.7
21,0.6999,194.0,450.5,171.0,200.0,279.5,550.5
22,0.7333,195.5,452.3,168.0,196.0,279.5,550.3
23,0.7666,193.6,450.1,171.0,200.0,279.1,550.1
24,0.7999,189.7,446.1,178.0,208.0,278.7,550.1
25,0.8332,185.8,441.9,185.0,216.0,278.3,549.9
26,0.8666,185.6,441.7,185.0,216.0,278.1,549.7
27,0.8999,181.5,437.0,193.0,225.0,278.0,549.5
28,0.9332,179.6,434.3,197.0,230.0,278.1,549.3
29,0.9666,179.6,434.1,197.0,230.0,278.1,549.1
30,0.9999,181.6,436.3,193.0,225.0,278.1,548.8
31,1.0332,181.3,436.1,193.0,225.0,277.8,548.6
32,1.0666,183.1,438.0,189.0,221.0,277.6,548.5
33,1.0999,182.8,438.0,189.0,221.0,277.3,548.5
34,1.1332,184.5,440.6,185.0,216.0,277.0,548.6
35,1.1665,182.2,438.2,189.0,221.0,276.7,548.7
36,1.1999,180.1,436.2,193.0,225.0,276.6,548.7
37,1.2332,178.0,433.7,197.0,230.0,276.5,548.7
38,1.2665,179.9,436.2,193.0,225.0,276.4,548.7
39,1.2999,179.8,436.1,193.0,225.0,276.3,548.6
40,1.3332,181.6,438.2,189.0,221.0,276.1,548.7
41,1.3665,183.5,440.8,185.0,216.0,276.0,548.8
42,1.3999,184.9,443.1,182.0,212.0,275.9,549.1
43,1.4332,186.7,445.3,178.0,208.0,275.7,549.3
44,1.4665,186.4,445.5,178.0,208.0,275.4,549.5
45,1.4998,186.2,445.7,178.0,208.0,275.2,549.7
46,1.5332,185.9,445.8,178.0,208.0,274.9,549.8
47,1.5665,185.7,445.9,178.0,208.0,274.7,549.9
48,1.5998,183.3,444.0,182.0,212.0,274.3,550.0
49,1.6332,185.1,446.2,178.0,208.0,274.1,550.2
50,1.6665,184.8,446.4,178.0,208.0,273.8,550.4
51,1.6998,184.5,446.5,178.0,208.0,273.5,550.5
52,1.7332,184.2,446.6,178.0,208.0,273.2,550.6
53,1.7665,182.1,444.6,182.0,212.0,273.1,550.6
54,1.7998,181.8,444.7,182.0,212.0,272.8,550.7
55,1.8331,181.5,444.7,182.0,212.0,272.5,550.7
56,1.8665,181.3,444.7,182.0,212.0,272.3,550.7
57,1.8998,181.1,444.9,182.0,212.0,272.1,550.9
58,1.9331,182.8,447.0,178.0,208.0,271.8,551.0
59,1.9665,182.7,447.1,178.0,208.0,271.7,551.1
60,1.9998,182.6,447.3,178.0,208.0,271.6,551.3
61,2.0331,184.1,449.4,175.0,204.0,271.6,551.4
62,2.0664,184.0,449.5,175.0,204.0,271.5,551.5
63,2.0998,183.8,449.6,175.0,204.0,271.3,551.6
64,2.1331,182.2,447.6,178.0,208.0,271.2,551.6
65,2.1664,180.2,445.6,182.0,212.0,271.2,551.6
66,2.1998,180.0,445.6,182.0,212.0,271.0,551.6
67,2.2331,179.8,445.6,182.0,212.0,270.8,551.6
68,2.2664,179.6,445.7,182.0,212.0,270.6,551.7
69,2.2998,179.4,445.7,182.0,212.0,270.4,551.7
70,2.3331,179.2,445.7,182.0,212.0,270.2,551.7
71,2.3664,179.0,445.6,182.0,212.0,270.0,551.6
72,2.3997,178.8,445.6,182.0,212.0,269.8,551.6
73,2.4331,180.7,447.7,178.0,208.0,269.7,551.7
74,2.4664,180.6,447.7,178.0,208.0,269.6,551.7
75,2.4997,180.4,447.8,178.0,208.0,269.4,551.8
76,2.5331,181.9,449.9,175.0,204.0,269.4,551.9
77,2.5664,181.8,450.0,175.0,204.0,269.3,552.0
78,2.5997,181.8,450.2,175.0,204.0,269.3,552.2
79,2.6331,181.8,450.3,175.0,204.0,269.3,552.3
80,2.6664,180.3,448.3,178.0,208.0,269.3,552.3
81,2.6997,180.2,448.3,178.0,208.0,269.2,552.3
82,2.7330,178.2,446.3,182.0,212.0,269.2,552.3
83,2.7664,176.6,444.2,185.0,216.0,269.1,552.2
84,2.7997,176.6,444.2,185.0,216.0,269.1,552.2
85,2.8330,178.1,446.2,182.0,212.0,269.1,552.2
86,2.8664,178.1,446.2,182.0,212.0,269.1,552.2
87,2.8997,178.0,446.2,182.0,212.0,269.0,552.2
88,2.9330,177.9,446.2,182.0,212.0,268.9,552.2
89,2.9664,177.7,446.2,182.0,212.0,268.7,552.2
90,2.9997,176.1,444.2,185.0,216.0,268.6,552.2
91,3.0330,177.5,446.1,182.0,212.0,268.5,552.1
92,3.0663,177.4,446.2,182.0,212.0,268.4,552.2
93,3.0997,177.2,446.2,182.0,212.0,268.2,552.2
94,3.1330,179.1,448.3,178.0,208.0,268.1,552.3
