frame,time_s,x,y,w,h,cx,cy
0,0.0000,247.0,42.0,111.0,258.0,302.5,171.0
1,0.0334,248.4,44.3,109.0,253.0,302.9,170.8
2,0.0667,249.6,46.3,107.0,248.0,303.1,170.3
3,0.1001,252.7,52.3,101.0,234.0,303.2,169.3
4,0.1335,250.0,46.5,105.0,243.0,302.5,168.0
5,0.1668,251.1,49.9,101.0,234.0,301.6,166.9
6,0.2002,249.4,46.9,103.0,238.0,300.9,165.9
7,0.2336,249.7,48.7,101.0,234.0,300.2,165.7
8,0.2669,247.0,43.6,105.0,243.0,299.5,165.1
9,0.3003,248.5,48.1,101.0,234.0,299.0,165.1
10,0.3337,248.1,47.8,101.0,234.0,298.6,164.8
11,0.3670,250.1,51.9,97.0,225.0,298.6,164.4
12,0.4004,247.1,44.6,103.0,238.0,298.6,163.6
13,0.4338,247.5,45.0,103.0,238.0,299.0,164.0
14,0.4671,247.2,43.0,105.0,243.0,299.7,164.5
15,0.5005,246.8,41.1,107.0,248.0,300.3,165.1
16,0.5339,245.4,37.1,111.0,258.0,300.9,166.1
17,0.5672,247.9,43.1,107.0,248.0,301.4,167.1
18,0.6006,249.2,46.5,105.0,243.0,301.7,168.0
19,0.6340,247.5,41.9,109.0,253.0,302.0,168.4
20,0.6673,249.8,46.9,105.0,243.0,302.3,168.4
21,0.7007,249.8,46.6,105.0,243.0,302.3,168.1
22,0.7341,249.6,46.0,105.0,243.0,302.1,167.5
23,0.7674,251.6,50.1,101.0,234.0,302.1,167.1
24,0.8008,252.6,52.1,99.0,229.0,302.1,166.6
25,0.8342,253.5,53.6,97.0,225.0,302.0,166.1
26,0.8675,254.4,55.3,95.0,220.0,301.9,165.3
27,0.9009,255.4,56.6,93.0,216.0,301.9,164.6
28,0.9343,256.3,57.9,91.0,212.0,301.8,163.9
29,0.9676,255.3,55.3,93.0,216.0,301.8,163.3
30,1.0010,255.5,54.9,93.0,216.0,302.0,162.9
31,1.0344,256.9,56.9,91.0,212.0,302.4,162.9
32,1.0677,256.0,55.0,93.0,216.0,302.5,163.0
33,1.1011,257.2,57.4,91.0,212.0,302.7,163.4
34,1.1345,256.2,55.0,93.0,216.0,302.7,163.0
35,1.1678,256.6,54.5,93.0,216.0,303.1,162.5
36,1.2012,257.0,53.9,93.0,216.0,303.5,161.9
37,1.2346,257.2,53.3,93.0,216.0,303.7,161.3
38,1.2679,256.3,50.7,95.0,220.0,303.8,160.7
39,1.3013,256.4,50.3,95.0,220.0,303.9,160.3
40,1.3347,256.4,50.0,95.0,220.0,303.9,160.0
41,1.3680,257.4,51.7,93.0,216.0,303.9,159.7
42,1.4014,257.4,51.4,93.0,216.0,303.9,159.4
43,1.4348,257.5,51.1,93.0,216.0,304.0,159.1
44,1.4681,256.7,48.7,95.0,220.0,304.2,158.7
45,1.5015,258.0,50.6,93.0,216.0,304.5,158.6
46,1.5349,258.5,50.6,93.0,216.0,305.0,158.6
47,1.5682,259.1,50.7,93.0,216.0,305.6,158.7
48,1.6016,260.7,52.9,91.0,212.0,306.2,158.9
49,1.6350,260.3,51.2,93.0,216.0,306.8,159.2
50,1.6683,260.9,51.7,93.0,216.0,307.4,159.7
51,1.7017,262.5,54.0,91.0,212.0,308.0,160.0
52,1.7351,262.1,51.8,93.0,216.0,308.6,159.8
53,1.7684,262.5,51.6,93.0,216.0,309.0,159.6
54,1.8018,263.0,51.4,93.0,216.0,309.5,159.4
55,1.8352,263.4,51.2,93.0,216.0,309.9,159.2
56,1.8685,263.7,51.0,93.0,216.0,310.2,159.0
57,1.9019,264.0,50.9,93.0,216.0,310.5,158.9
58,1.9353,264.2,50.9,93.0,216.0,310.7,158.9
59,1.9686,264.6,50.8,93.0,216.0,311.1,158.8
60,2.0020,266.1,52.8,91.0,212.0,311.6,158.8
61,2.0354,266.6,52.7,91.0,212.0,312.1,158.7
62,2.0687,267.2,52.7,91.0,212.0,312.7,158.7
63,2.1021,266.9,50.8,93.0,216.0,313.4,158.8
64,2.1355,266.6,49.0,95.0,220.0,314.1,159.0
65,2.1688,268.3,51.4,93.0,216.0,314.8,159.4
66,2.2022,268.9,51.8,93.0,216.0,315.4,159.8
67,2.2356,269.5,51.9,93.0,216.0,316.0,159.9
68,2.2689,269.1,49.9,95.0,220.0,316.6,159.9
69,2.3023,269.7,49.8,95.0,220.0,317.2,159.8
70,2.3357,270.2,49.7,95.0,220.0,317.7,159.7
71,2.3690,270.7,49.5,95.0,220.0,318.2,159.5
72,2.4024,271.0,49.4,95.0,220.0,318.5,159.4
73,2.4358,271.4,49.3,95.0,220.0,318.9,159.3
74,2.4691,271.7,49.2,95.0,220.0,319.2,159.2
75,2.5025,273.0,51.1,93.0,216.0,319.5,159.1
76,2.5359,273.3,50.9,93.0,216.0,319.8,158.9
77,2.5692,273.7,50.8,93.0,216.0,320.2,158.8
78,2.6026,274.2,50.8,93.0,216.0,320.7,158.8
79,2.6360,273.6,48.9,95.0,220.0,321.1,158.9
80,2.6693,273.1,46.6,97.0,225.0,321.6,159.1
81,2.7027,273.4,46.9,97.0,225.0,321.9,159.4
82,2.7361,273.8,47.2,97.0,225.0,322.3,159.7
83,2.7694,273.2,45.4,99.0,229.0,322.7,159.9
84,2.8028,273.6,45.6,99.0,229.0,323.1,160.1
85,2.8362,273.0,43.2,101.0,234.0,323.5,160.2
86,2.8695,273.3,43.2,101.0,234.0,323.8,160.2
87,2.9029,273.5,43.2,101.0,234.0,324.0,160.2
88,2.9363,273.7,43.1,101.0,234.0,324.2,160.1
89,2.9696,273.8,43.2,101.0,234.0,324.3,160.2
90,3.0030,273.9,43.2,101.0,234.0,324.4,160.2
91,3.0364,274.0,43.2,101.0,234.0,324.5,160.2
92,3.0697,275.1,45.8,99.0,229.0,324.6,160.3
93,3.1031,276.3,47.8,97.0,225.0,324.8,160.3
94,3.1365,276.4,47.9,97.0,225.0,324.9,160.4
95,3.1698,277.6,50.5,95.0,220.0,325.1,160.5
96,3.2032,276.8,48.2,97.0,225.0,325.3,160.7
97,3.2366,277.1,48.4,97.0,225.0,325.6,160.9
98,3.2699,277.4,48.5,97.0,225.0,325.9,161.0
99,3.3033,277.7,48.6,97.0,225.0,326.2,161.1
100,3.3367,278.0,48.7,97.0,225.0,326.5,161.2
101,3.3700,277.2,46.6,99.0,229.0,326.7,161.1
102,3.4034,277.4,46.6,99.0,229.0,326.9,161.1
103,3.4368,278.6,48.5,97.0,225.0,327.1,161.0
104,3.4701,278.6,48.4,97.0,225.0,327.1,160.9
105,3.5035,278.7,48.3,97.0,225.0,327.2,160.8
106,3.5369,278.7,48.3,97.0,225.0,327.2,160.8
107,3.5702,278.7,48.3,97.0,225.0,327.2,160.8
108,3.6036,279.8,50.8,95.0,220.0,327.3,160.8
109,3.6370,280.0,50.8,95.0,220.0,327.5,160.8
110,3.6703,280.2,50.8,95.0,220.0,327.7,160.8
111,3.7037,280.6,50.9,95.0,220.0,328.1,160.9
112,3.7371,280.9,51.0,95.0,220.0,328.4,161.0
113,3.7704,281.2,51.2,95.0,220.0,328.7,161.2
114,3.8038,281.5,51.3,95.0,220.0,329.0,161.3
115,3.8372,281.7,51.4,95.0,220.0,329.2,161.4
116,3.8705,281.9,51.5,95.0,220.0,329.4,161.5
117,3.9039,282.1,51.5,95.0,220.0,329.6,161.5
118,3.9373,282.3,51.4,95.0,220.0,329.8,161.4
119,3.9706,282.4,51.3,95.0,220.0,329.9,161.3
120,4.0040,282.5,51.2,95.0,220.0,330.0,161.2
121,4.0374,282.5,51.1,95.0,220.0,330.0,161.1
122,4.0707,282.5,51.0,95.0,220.0,330.0,161.0
123,4.1041,282.5,51.0,95.0,220.0,330.0,161.0
124,4.1375,282.5,51.0,95.0,220.0,330.0,161.0
125,4.1708,282.6,51.0,95.0,220.0,330.1,161.0
126,4.2042,282.7,51.0,95.0,220.0,330.2,161.0
127,4.2376,282.8,51.1,95.0,220.0,330.3,161.1
128,4.2709,282.9,51.2,95.0,220.0,330.4,161.2
129,4.3043,283.1,51.3,95.0,220.0,330.6,161.3
130,4.3377,283.2,51.3,95.0,220.0,330.7,161.3
131,4.3710,283.3,51.3,95.0,220.0,330.8,161.3
132,4.4044,282.4,48.7,97.0,225.0,330.9,161.2
133,4.4378,282.6,48.7,97.0,225.0,331.1,161.2
134,4.4711,282.7,48.5,97.0,225.0,331.2,161.0
135,4.5045,282.8,48.4,97.0,225.0,331.3,160.9
136,4.5379,283.9,50.8,95.0,220.0,331.4,160.8
137,4.5712,283.9,50.7,95.0,220.0,331.4,160.7
138,4.6046,284.0,50.7,95.0,220.0,331.5,160.7
139,4.6380,284.1,50.6,95.0,220.0,331.6,160.6
140,4.6713,284.2,50.6,95.0,220.0,331.7,160.6
141,4.7047,284.4,50.6,95.0,220.0,331.9,160.6
142,4.7381,284.6,50.7,95.0,220.0,332.1,160.7
143,4.7714,284.8,50.8,95.0,220.0,332.3,160.8
144,4.8048,285.1,50.9,95.0,220.0,332.6,160.9
145,4.8382,285.3,51.0,95.0,220.0,332.8,161.0
146,4.8715,285.6,51.1,95.0,220.0,333.1,161.1
147,4.9049,285.8,51.2,95.0,220.0,333.3,161.2
148,4.9383,286.1,51.3,95.0,220.0,333.6,161.3
149,4.9716,286.3,51.2,95.0,220.0,333.8,161.2
150,5.0050,286.6,51.2,95.0,220.0,334.1,161.2
151,5.0384,286.8,51.1,95.0,220.0,334.3,161.1
152,5.0717,287.9,53.0,93.0,216.0,334.4,161.0
153,5.1051,288.0,52.9,93.0,216.0,334.5,160.9
154,5.1385,288.0,52.9,93.0,216.0,334.5,160.9
155,5.1718,288.1,52.8,93.0,216.0,334.6,160.8
156,5.2052,288.3,52.8,93.0,216.0,334.8,160.8
157,5.2386,288.4,52.8,93.0,216.0,334.9,160.8
158,5.2719,288.6,52.8,93.0,216.0,335.1,160.8
159,5.3053,288.8,52.9,93.0,216.0,335.3,160.9
160,5.3387,289.0,53.0,93.0,216.0,335.5,161.0
161,5.3720,289.1,53.0,93.0,216.0,335.6,161.0
162,5.4054,289.3,53.0,93.0,216.0,335.8,161.0
163,5.4388,289.5,53.1,93.0,216.0,336.0,161.1
164,5.4721,289.7,53.1,93.0,216.0,336.2,161.1
165,5.5055,289.8,53.0,93.0,216.0,336.3,161.0
166,5.5389,289.9,53.0,93.0,216.0,336.4,161.0
167,5.5722,290.0,52.9,93.0,216.0,336.5,160.9
168,5.6056,290.0,52.8,93.0,216.0,336.5,160.8
169,5.6390,290.0,52.8,93.0,216.0,336.5,160.8
170,5.6723,290.1,52.8,93.0,216.0,336.6,160.8
171,5.7057,290.1,52.7,93.0,216.0,336.6,160.7
172,5.7391,290.2,52.7,93.0,216.0,336.7,160.7
173,5.7724,290.2,52.7,93.0,216.0,336.7,160.7
174,5.8058,290.4,52.7,93.0,216.0,336.9,160.7
175,5.8392,290.5,52.7,93.0,216.0,337.0,160.7
176,5.8725,290.6,52.8,93.0,216.0,337.1,160.8
177,5.9059,290.7,52.9,93.0,216.0,337.2,160.9
178,5.9393,290.8,53.0,93.0,216.0,337.3,161.0
179,5.9726,290.9,53.0,93.0,216.0,337.4,161.0
180,6.0060,291.0,53.0,93.0,216.0,337.5,161.0
181,6.0394,291.1,53.0,93.0,216.0,337.6,161.0
182,6.0727,292.2,54.9,91.0,212.0,337.7,160.9
183,6.1061,292.2,54.8,91.0,212.0,337.7,160.8
184,6.1395,292.2,54.7,91.0,212.0,337.7,160.7
185,6.1728,292.2,54.7,91.0,212.0,337.7,160.7
186,6.2062,292.2,54.6,91.0,212.0,337.7,160.6
187,6.2396,292.2,54.5,91.0,212.0,337.7,160.5
188,6.2729,292.2,54.5,91.0,212.0,337.7,160.5
189,6.3063,292.2,54.4,91.0,212.0,337.7,160.4
190,6.3397,292.3,54.3,91.0,212.0,337.8,160.3
191,6.3730,292.3,54.3,91.0,212.0,337.8,160.3
192,6.4064,292.4,54.3,91.0,212.0,337.9,160.3
193,6.4398,292.5,54.4,91.0,212.0,338.0,160.4
194,6.4731,292.6,54.4,91.0,212.0,338.1,160.4
195,6.5065,291.7,52.4,93.0,216.0,338.2,160.4
196,6.5399,291.8,52.3,93.0,216.0,338.3,160.3
197,6.5732,291.9,52.2,93.0,216.0,338.4,160.2
198,6.6066,292.0,52.2,93.0,216.0,338.5,160.2
199,6.6400,292.0,52.1,93.0,216.0,338.5,160.1
200,6.6733,292.1,52.1,93.0,216.0,338.6,160.1
201,6.7067,292.1,52.1,93.0,216.0,338.6,160.1
202,6.7401,292.1,52.0,93.0,216.0,338.6,160.0
203,6.7734,292.2,52.0,93.0,216.0,338.7,160.0
204,6.8068,292.2,52.0,93.0,216.0,338.7,160.0
205,6.8402,293.3,54.0,91.0,212.0,338.8,160.0
206,6.8735,293.5,54.0,91.0,212.0,339.0,160.0
207,6.9069,292.6,52.1,93.0,216.0,339.1,160.1
208,6.9403,292.7,52.1,93.0,216.0,339.2,160.1
209,6.9736,291.8,50.2,95.0,220.0,339.3,160.2
210,7.0070,290.9,47.8,97.0,225.0,339.4,160.3
211,7.0404,291.0,47.8,97.0,225.0,339.5,160.3
212,7.0737,291.1,47.8,97.0,225.0,339.6,160.3
213,7.1071,291.1,47.8,97.0,225.0,339.6,160.3
214,7.1405,292.2,50.3,95.0,220.0,339.7,160.3
215,7.1738,292.2,50.3,95.0,220.0,339.7,160.3
216,7.2072,293.2,52.2,93.0,216.0,339.7,160.2
217,7.2406,294.2,54.2,91.0,212.0,339.7,160.2
218,7.2739,294.1,54.1,91.0,212.0,339.6,160.1
219,7.3073,294.1,54.1,91.0,212.0,339.6,160.1
220,7.3407,295.1,56.5,89.0,207.0,339.6,160.0
221,7.3740,295.0,56.5,89.0,207.0,339.5,160.0
222,7.4074,295.0,56.4,89.0,207.0,339.5,159.9
223,7.4408,295.0,56.5,89.0,207.0,339.5,160.0
224,7.4741,295.0,56.5,89.0,207.0,339.5,160.0
225,7.5075,294.9,56.5,89.0,207.0,339.4,160.0
226,7.5409,293.9,54.0,91.0,212.0,339.4,160.0
227,7.5742,292.8,52.0,93.0,216.0,339.3,160.0
228,7.6076,292.7,52.0,93.0,216.0,339.2,160.0
229,7.6410,292.7,51.9,93.0,216.0,339.2,159.9
230,7.6743,292.6,51.9,93.0,216.0,339.1,159.9
231,7.7077,292.5,51.8,93.0,216.0,339.0,159.8
232,7.7411,292.4,51.8,93.0,216.0,338.9,159.8
233,7.7744,292.2,51.8,93.0,216.0,338.7,159.8
234,7.8078,292.1,51.7,93.0,216.0,338.6,159.7
235,7.8412,291.9,51.7,93.0,216.0,338.4,159.7
236,7.8745,291.8,51.7,93.0,216.0,338.3,159.7
237,7.9079,291.7,51.7,93.0,216.0,338.2,159.7
238,7.9413,291.6,51.7,93.0,216.0,338.1,159.7
239,7.9746,291.4,51.8,93.0,216.0,337.9,159.8
240,8.0080,291.3,51.9,93.0,216.0,337.8,159.9
241,8.0414,290.2,49.9,95.0,220.0,337.7,159.9
242,8.0747,289.0,47.5,97.0,225.0,337.5,160.0
243,8.1081,288.9,47.6,97.0,225.0,337.4,160.1
244,8.1415,287.7,45.6,99.0,229.0,337.2,160.1
245,8.1748,288.5,47.6,97.0,225.0,337.0,160.1
246,8.2082,288.2,47.7,97.0,225.0,336.7,160.2
247,8.2416,288.0,47.7,97.0,225.0,336.5,160.2
248,8.2749,288.7,50.2,95.0,220.0,336.2,160.2
249,8.3083,288.4,50.2,95.0,220.0,335.9,160.2
250,8.3417,288.1,50.3,95.0,220.0,335.6,160.3
251,8.3750,287.8,50.3,95.0,220.0,335.3,160.3
252,8.4084,287.6,50.3,95.0,220.0,335.1,160.3
253,8.4418,287.4,50.4,95.0,220.0,334.9,160.4
254,8.4751,287.1,50.4,95.0,220.0,334.6,160.4
255,8.5085,286.9,50.5,95.0,220.0,334.4,160.5
256,8.5419,286.7,50.6,95.0,220.0,334.2,160.6
257,8.5752,286.4,50.7,95.0,220.0,333.9,160.7
258,8.6086,286.2,50.8,95.0,220.0,333.7,160.8
259,8.6420,285.9,50.8,95.0,220.0,333.4,160.8
260,8.6753,285.7,50.8,95.0,220.0,333.2,160.8
261,8.7087,284.4,48.4,97.0,225.0,332.9,160.9
262,8.7421,284.1,48.4,97.0,225.0,332.6,160.9
263,8.7754,283.8,48.4,97.0,225.0,332.3,160.9
264,8.8088,284.5,51.0,95.0,220.0,332.0,161.0
265,8.8422,284.2,51.0,95.0,220.0,331.7,161.0
266,8.8755,283.9,51.0,95.0,220.0,331.4,161.0
267,8.9089,283.7,51.1,95.0,220.0,331.2,161.1
268,8.9423,283.4,51.1,95.0,220.0,330.9,161.1
269,8.9756,283.1,51.2,95.0,220.0,330.6,161.2
270,9.0090,282.9,51.2,95.0,220.0,330.4,161.2
271,9.0424,282.7,51.3,95.0,220.0,330.2,161.3
272,9.0757,282.4,51.4,95.0,220.0,329.9,161.4
273,9.1091,281.2,49.0,97.0,225.0,329.7,161.5
274,9.1425,280.0,47.1,99.0,229.0,329.5,161.6
275,9.1758,279.8,47.2,99.0,229.0,329.3,161.7
276,9.2092,279.5,47.2,99.0,229.0,329.0,161.7
277,9.2426,279.3,47.3,99.0,229.0,328.8,161.8
278,9.2759,280.0,49.3,97.0,225.0,328.5,161.8
279,9.3093,280.7,51.8,95.0,220.0,328.2,161.8
280,9.3427,280.4,51.9,95.0,220.0,327.9,161.9
281,9.3760,280.1,51.9,95.0,220.0,327.6,161.9
282,9.4094,279.8,51.9,95.0,220.0,327.3,161.9
283,9.4428,279.6,51.9,95.0,220.0,327.1,161.9
284,9.4761,279.3,52.0,95.0,220.0,326.8,162.0
285,9.5095,279.1,52.0,95.0,220.0,326.6,162.0
286,9.5429,277.9,49.6,97.0,225.0,326.4,162.1
287,9.5762,276.8,47.6,99.0,229.0,326.3,162.1
288,9.6096,276.6,47.7,99.0,229.0,326.1,162.2
289,9.6430,276.4,47.8,99.0,229.0,325.9,162.3
290,9.6763,276.3,47.8,99.0,229.0,325.8,162.3
291,9.7097,276.1,47.9,99.0,229.0,325.6,162.4
292,9.7431,276.9,49.9,97.0,225.0,325.4,162.4
293,9.7764,277.7,52.4,95.0,220.0,325.2,162.4
294,9.8098,278.5,54.4,93.0,216.0,325.0,162.4
295,9.8432,279.3,56.4,91.0,212.0,324.8,162.4
296,9.8765,279.0,56.4,91.0,212.0,324.5,162.4
297,9.9099,278.8,56.3,91.0,212.0,324.3,162.3
298,9.9433,278.6,56.3,91.0,212.0,324.1,162.3
299,9.9766,278.4,56.3,91.0,212.0,323.9,162.3
300,10.0100,278.2,56.3,91.0,212.0,323.7,162.3
301,10.0434,277.0,54.3,93.0,216.0,323.5,162.3
302,10.0767,275.9,52.4,95.0,220.0,323.4,162.4
303,10.1101,275.7,52.4,95.0,220.0,323.2,162.4
304,10.1435,274.6,50.0,97.0,225.0,323.1,162.5
305,10.1768,274.4,50.0,97.0,225.0,322.9,162.5
306,10.2102,274.3,50.1,97.0,225.0,322.8,162.6
307,10.2436,275.1,52.6,95.0,220.0,322.6,162.6
308,10.2769,275.0,52.6,95.0,220.0,322.5,162.6
309,10.3103,275.8,54.6,93.0,216.0,322.3,162.6
310,10.3437,275.7,54.6,93.0,216.0,322.2,162.6
311,10.3770,275.5,54.6,93.0,216.0,322.0,162.6
312,10.4104,275.3,54.6,93.0,216.0,321.8,162.6
313,10.4438,275.1,54.6,93.0,216.0,321.6,162.6
314,10.4771,274.9,54.6,93.0,216.0,321.4,162.6
315,10.5105,275.8,56.5,91.0,212.0,321.3,162.5
316,10.5439,275.6,56.6,91.0,212.0,321.1,162.6
317,10.5772,274.5,54.6,93.0,216.0,321.0,162.6
318,10.6106,273.4,52.6,95.0,220.0,320.9,162.6
319,10.6440,273.3,52.6,95.0,220.0,320.8,162.6
320,10.6773,273.2,52.7,95.0,220.0,320.7,162.7
321,10.7107,273.1,52.7,95.0,220.0,320.6,162.7
322,10.7441,273.0,52.8,95.0,220.0,320.5,162.8
323,10.7774,273.0,52.8,95.0,220.0,320.5,162.8
324,10.8108,272.9,52.8,95.0,220.0,320.4,162.8
325,10.8442,273.8,54.8,93.0,216.0,320.3,162.8
326,10.8775,273.7,54.8,93.0,216.0,320.2,162.8
327,10.9109,273.6,54.7,93.0,216.0,320.1,162.7
328,10.9443,273.5,54.7,93.0,216.0,320.0,162.7
329,10.9776,274.4,56.7,91.0,212.0,319.9,162.7
330,11.0110,274.3,56.7,91.0,212.0,319.8,162.7
331,11.0444,275.2,59.2,89.0,207.0,319.7,162.7
332,11.0777,275.1,59.2,89.0,207.0,319.6,162.7
333,11.1111,274.1,56.7,91.0,212.0,319.6,162.7
334,11.1445,273.0,54.7,93.0,216.0,319.5,162.7
335,11.1778,271.9,52.8,95.0,220.0,319.4,162.8
336,11.2112,270.9,50.4,97.0,225.0,319.4,162.9
337,11.2446,269.8,48.4,99.0,229.0,319.3,162.9
338,11.2779,269.7,48.5,99.0,229.0,319.2,163.0
339,11.3113,269.6,48.5,99.0,229.0,319.1,163.0
340,11.3447,269.6,48.6,99.0,229.0,319.1,163.1
341,11.3780,269.5,48.6,99.0,229.0,319.0,163.1
342,11.4114,270.4,50.6,97.0,225.0,318.9,163.1
343,11.4448,271.3,53.1,95.0,220.0,318.8,163.1
344,11.4781,271.2,53.2,95.0,220.0,318.7,163.2
345,11.5115,271.1,53.2,95.0,220.0,318.6,163.2
346,11.5449,271.0,53.2,95.0,220.0,318.5,163.2
347,11.5782,270.9,53.2,95.0,220.0,318.4,163.2
348,11.6116,270.8,53.2,95.0,220.0,318.3,163.2
349,11.6450,270.7,53.2,95.0,220.0,318.2,163.2
350,11.6783,270.6,53.3,95.0,220.0,318.1,163.3
351,11.7117,269.5,50.8,97.0,225.0,318.0,163.3
352,11.7451,269.5,50.9,97.0,225.0,318.0,163.4
353,11.7784,269.4,50.9,97.0,225.0,317.9,163.4
354,11.8118,269.3,50.9,97.0,225.0,317.8,163.4
355,11.8452,270.2,53.4,95.0,220.0,317.7,163.4
