frame,time_s,x,y,w,h,cx,cy
125,5.0000,260.8,-59.8,95.0,82.0,308.3,-18.8
126,5.0400,259.2,-61.2,99.0,85.0,308.7,-18.7
127,5.0800,260.5,-60.2,97.0,83.0,309.0,-18.7
128,5.1200,260.9,-60.1,97.0,83.0,309.4,-18.6
129,5.1600,263.2,-58.5,93.0,80.0,309.7,-18.5
130,5.2000,261.5,-59.9,97.0,83.0,310.0,-18.4
131,5.2400,261.8,-59.9,97.0,83.0,310.3,-18.4
132,5.2800,264.0,-58.3,93.0,80.0,310.5,-18.3
133,5.3200,262.3,-59.7,97.0,83.0,310.8,-18.2
134,5.3600,262.6,-59.6,97.0,83.0,311.1,-18.1
135,5.4000,264.8,-58.1,93.0,80.0,311.3,-18.1
136,5.4400,263.0,-59.5,97.0,83.0,311.5,-18.0
137,5.4800,265.2,-57.9,93.0,80.0,311.7,-17.9
138,5.5200,263.4,-59.4,97.0,83.0,311.9,-17.9
139,5.5600,265.6,-57.8,93.0,80.0,312.1,-17.8
140,5.6000,265.8,-57.7,93.0,80.0,312.3,-17.7
141,5.6400,266.0,-57.7,93.0,80.0,312.5,-17.7
142,5.6800,266.1,-57.6,93.0,80.0,312.6,-17.6
143,5.7200,264.3,-59.1,97.0,83.0,312.8,-17.6
144,5.7600,265.4,-58.5,95.0,82.0,312.9,-17.5
145,5.8000,264.6,-59.0,97.0,83.0,313.1,-17.5
146,5.8400,264.7,-59.0,97.0,83.0,313.2,-17.5
147,5.8800,264.9,-58.9,97.0,83.0,313.4,-17.4
148,5.9200,268.0,-56.9,91.0,79.0,313.5,-17.4
149,5.9600,266.1,-58.3,95.0,82.0,313.6,-17.3
150,6.0000,264.3,-59.8,99.0,85.0,313.8,-17.3
151,6.0400,263.4,-60.8,101.0,87.0,313.9,-17.3
152,6.0800,262.5,-61.3,103.0,88.0,314.0,-17.3
153,6.1200,262.7,-61.3,103.0,88.0,314.2,-17.3
154,6.1600,264.8,-59.8,99.0,85.0,314.3,-17.3
155,6.2000,262.9,-61.3,103.0,88.0,314.4,-17.3
156,6.2400,265.0,-59.8,99.0,85.0,314.5,-17.3
157,6.2800,264.0,-60.8,101.0,87.0,314.5,-17.3
158,6.3200,263.1,-61.3,103.0,88.0,314.6,-17.3
159,6.3600,264.1,-60.9,101.0,87.0,314.6,-17.4
160,6.4000,264.2,-60.9,101.0,87.0,314.7,-17.4
161,6.4400,263.2,-61.4,103.0,88.0,314.7,-17.4
162,6.4800,265.2,-59.9,99.0,85.0,314.7,-17.4
163,6.5200,265.2,-60.0,99.0,85.0,314.7,-17.5
164,6.5600,264.2,-61.0,101.0,87.0,314.7,-17.5
165,6.6000,264.2,-61.0,101.0,87.0,314.7,-17.5
166,6.6400,263.2,-61.6,103.0,88.0,314.7,-17.6
167,6.6800,264.2,-61.1,101.0,87.0,314.7,-17.6
168,6.7200,264.1,-61.2,101.0,87.0,314.6,-17.7
169,6.7600,265.0,-60.2,99.0,85.0,314.5,-17.7
170,6.8000,264.0,-61.3,101.0,87.0,314.5,-17.8
171,6.8400,262.9,-61.8,103.0,88.0,314.4,-17.8
172,6.8800,263.8,-61.4,101.0,87.0,314.3,-17.9
173,6.9200,263.7,-61.5,101.0,87.0,314.2,-18.0
174,6.9600,262.6,-62.0,103.0,88.0,314.1,-18.0
175,7.0000,262.4,-62.1,103.0,88.0,313.9,-18.1
176,7.0400,263.3,-61.7,101.0,87.0,313.8,-18.2
177,7.0800,262.1,-62.3,103.0,88.0,313.6,-18.3
178,7.1200,261.9,-62.4,103.0,88.0,313.4,-18.4
179,7.1600,260.7,-63.5,105.0,90.0,313.2,-18.5
180,7.2000,260.5,-63.6,105.0,90.0,313.0,-18.6
181,7.2400,261.2,-62.7,103.0,88.0,312.7,-18.7
182,7.2800,261.9,-62.3,101.0,87.0,312.4,-18.8
183,7.3200,260.6,-62.9,103.0,88.0,312.1,-18.9
184,7.3600,260.3,-63.0,103.0,88.0,311.8,-19.0
185,7.4000,259.9,-63.1,103.0,88.0,311.4,-19.1
186,7.4400,258.5,-64.2,105.0,90.0,311.0,-19.2
187,7.4800,258.1,-64.4,105.0,90.0,310.6,-19.4
188,7.5200,257.7,-64.5,105.0,90.0,310.2,-19.5
189,7.5600,257.2,-64.6,105.0,90.0,309.7,-19.6
190,7.6000,255.7,-65.7,107.0,92.0,309.2,-19.7
191,7.6400,256.2,-64.9,105.0,90.0,308.7,-19.9
192,7.6800,253.7,-67.0,109.0,94.0,308.2,-20.0
193,7.7200,252.2,-68.1,111.0,96.0,307.7,-20.1
194,7.7600,252.5,-67.2,109.0,94.0,307.0,-20.2
195,7.8000,251.9,-67.3,109.0,94.0,306.4,-20.3
196,7.8400,250.2,-68.5,111.0,96.0,305.7,-20.5
197,7.8800,251.5,-66.6,107.0,92.0,305.0,-20.6
198,7.9200,249.7,-67.7,109.0,94.0,304.2,-20.7
199,7.9600,249.8,-66.8,107.0,92.0,303.3,-20.8
200,8.0000,249.0,-66.9,107.0,92.0,302.5,-20.9
201,8.0400,247.1,-68.0,109.0,94.0,301.6,-21.0
202,8.0800,248.1,-66.1,105.0,90.0,300.6,-21.1
203,8.1200,246.1,-67.2,107.0,92.0,299.6,-21.2
204,8.1600,245.1,-67.2,107.0,92.0,298.6,-21.2
205,8.2000,244.0,-67.3,107.0,92.0,297.5,-21.3
206,8.2400,242.8,-67.4,107.0,92.0,296.3,-21.4
207,8.2800,241.7,-67.5,107.0,92.0,295.2,-21.5
208,8.3200,239.5,-68.6,109.0,94.0,294.0,-21.6
209,8.3600,239.2,-67.6,107.0,92.0,292.7,-21.6
210,8.4000,237.9,-67.7,107.0,92.0,291.4,-21.7
211,8.4400,236.6,-67.8,107.0,92.0,290.1,-21.8
212,8.4800,235.3,-67.8,107.0,92.0,288.8,-21.8
213,8.5200,233.9,-67.9,107.0,92.0,287.4,-21.9
214,8.5600,232.5,-68.0,107.0,92.0,286.0,-22.0
215,8.6000,231.0,-68.0,107.0,92.0,284.5,-22.0
216,8.6400,229.6,-68.1,107.0,92.0,283.1,-22.1
217,8.6800,227.0,-69.1,109.0,94.0,281.5,-22.1
218,8.7200,226.5,-68.2,107.0,92.0,280.0,-22.2
219,8.7600,224.9,-68.2,107.0,92.0,278.4,-22.2
220,8.8000,223.3,-68.3,107.0,92.0,276.8,-22.3
221,8.8400,220.6,-69.3,109.0,94.0,275.1,-22.3
222,8.8800,219.9,-68.3,107.0,92.0,273.4,-22.3
223,8.9200,218.1,-68.4,107.0,92.0,271.6,-22.4
224,8.9600,216.3,-68.4,107.0,92.0,269.8,-22.4
225,9.0000,214.5,-68.5,107.0,92.0,268.0,-22.5
226,9.0400,211.6,-69.5,109.0,94.0,266.1,-22.5
227,9.0800,211.7,-67.5,105.0,90.0,264.2,-22.5
228,9.1200,207.7,-69.5,109.0,94.0,262.2,-22.5
229,9.1600,206.7,-68.6,107.0,92.0,260.2,-22.6
230,9.2000,203.7,-69.6,109.0,94.0,258.2,-22.6
231,9.2400,201.6,-69.6,109.0,94.0,256.1,-22.6
232,9.2800,199.5,-69.6,109.0,94.0,254.0,-22.6
233,9.3200,198.3,-68.7,107.0,92.0,251.8,-22.7
234,9.3600,197.1,-67.7,105.0,90.0,249.6,-22.7
235,9.4000,193.8,-68.7,107.0,92.0,247.3,-22.7
236,9.4400,192.5,-67.7,105.0,90.0,245.0,-22.7
237,9.4800,189.1,-68.7,107.0,92.0,242.6,-22.7
238,9.5200,187.7,-67.7,105.0,90.0,240.2,-22.7
239,9.5600,184.3,-68.7,107.0,92.0,237.8,-22.7
240,9.6000,181.8,-68.8,107.0,92.0,235.3,-22.8
241,9.6400,179.2,-68.8,107.0,92.0,232.7,-22.8
242,9.6800,177.6,-67.8,105.0,90.0,230.1,-22.8
243,9.7200,173.0,-69.8,109.0,94.0,227.5,-22.8
244,9.7600,171.3,-68.8,107.0,92.0,224.8,-22.8
245,9.8000,168.6,-68.8,107.0,92.0,222.1,-22.8
246,9.8400,164.9,-69.8,109.0,94.0,219.4,-22.8
247,9.8800,161.1,-70.8,111.0,96.0,216.6,-22.8
248,9.9200,158.3,-70.8,111.0,96.0,213.8,-22.8
249,9.9600,155.5,-70.8,111.0,96.0,211.0,-22.8
250,10.0000,152.6,-70.8,111.0,96.0,208.1,-22.8
251,10.0400,148.2,-71.8,114.0,98.0,205.2,-22.8
252,10.0800,144.3,-72.8,116.0,100.0,202.3,-22.8
253,10.1200,140.3,-73.8,118.0,102.0,199.3,-22.8
254,10.1600,138.3,-72.7,116.0,100.0,196.3,-22.7
255,10.2000,136.2,-71.7,114.0,98.0,193.2,-22.7
256,10.2400,133.2,-71.7,114.0,98.0,190.2,-22.7
257,10.2800,129.0,-72.7,116.0,100.0,187.0,-22.7
258,10.3200,125.9,-72.7,116.0,100.0,183.9,-22.7
259,10.3600,123.7,-71.7,114.0,98.0,180.7,-22.7
260,10.4000,120.5,-71.7,114.0,98.0,177.5,-22.7
261,10.4400,117.4,-71.7,114.0,98.0,174.4,-22.7
262,10.4800,113.3,-72.6,116.0,100.0,171.3,-22.6
263,10.5200,110.2,-72.6,116.0,100.0,168.2,-22.6
264,10.5600,107.2,-72.6,116.0,100.0,165.2,-22.6
265,10.6000,104.2,-72.5,116.0,100.0,162.2,-22.5
266,10.6400,102.2,-71.5,114.0,98.0,159.2,-22.5
267,10.6800,100.8,-70.4,111.0,96.0,156.3,-22.4
268,10.7200,97.9,-70.3,111.0,96.0,153.4,-22.3
269,10.7600,95.1,-70.2,111.0,96.0,150.6,-22.2
270,10.8000,92.3,-70.0,111.0,96.0,147.8,-22.0
271,10.8400,88.4,-70.7,114.0,98.0,145.4,-21.7
272,10.8800,85.9,-70.3,114.0,98.0,142.9,-21.3
273,10.9200,83.5,-70.0,114.0,98.0,140.5,-21.0
274,10.9600,80.9,-69.7,114.0,98.0,137.9,-20.7
275,11.0000,79.9,-68.3,111.0,96.0,135.4,-20.3
276,11.0400,75.8,-69.0,114.0,98.0,132.8,-20.0
277,11.0800,73.2,-68.7,114.0,98.0,130.2,-19.7
278,11.1200,69.7,-69.3,116.0,100.0,127.7,-19.3
279,11.1600,66.2,-70.0,118.0,102.0,125.2,-19.0
280,11.2000,63.7,-69.6,118.0,102.0,122.7,-18.6
281,11.2400,59.7,-70.2,121.0,104.0,120.2,-18.2
282,11.2800,57.3,-69.8,121.0,104.0,117.8,-17.8
283,11.3200,53.9,-70.4,123.0,106.0,115.4,-17.4
284,11.3600,51.5,-69.9,123.0,106.0,113.0,-16.9
285,11.4000,49.2,-69.4,123.0,106.0,110.7,-16.4
286,11.4400,46.9,-68.9,123.0,106.0,108.4,-15.9
287,11.4800,44.6,-68.4,123.0,106.0,106.1,-15.4
288,11.5200,40.8,-68.9,126.0,108.0,103.8,-14.9
289,11.5600,38.6,-68.3,126.0,108.0,101.6,-14.3
290,11.6000,36.4,-67.7,126.0,108.0,99.4,-13.7
291,11.6400,33.3,-68.1,128.0,110.0,97.3,-13.1
292,11.6800,31.1,-67.5,128.0,110.0,95.1,-12.5
293,11.7200,29.0,-66.8,128.0,110.0,93.0,-11.8
294,11.7600,26.9,-66.2,128.0,110.0,90.9,-11.2
295,11.8000,24.8,-65.5,128.0,110.0,88.8,-10.5
296,11.8400,22.8,-64.9,128.0,110.0,86.8,-9.9
297,11.8800,19.3,-65.2,131.0,112.0,84.8,-9.2
298,11.9200,17.3,-64.5,131.0,112.0,82.8,-8.5
299,11.9600,14.3,-64.8,133.0,114.0,80.8,-7.8
300,12.0000,10.9,-65.5,136.0,117.0,78.9,-7.0
301,12.0400,7.5,-65.6,139.0,119.0,77.0,-6.1
302,12.0800,4.6,-65.8,141.0,121.0,75.1,-5.3
303,12.1200,2.7,-65.0,141.0,121.0,73.2,-4.5
304,12.1600,0.8,-64.1,141.0,121.0,71.3,-3.6
305,12.2000,-1.0,-63.3,141.0,121.0,69.5,-2.8
306,12.2400,-2.8,-62.5,141.0,121.0,67.7,-2.0
307,12.2800,-4.6,-61.7,141.0,121.0,65.9,-1.2
308,12.3200,-6.4,-60.9,141.0,121.0,64.1,-0.4
309,12.3600,-7.1,-59.1,139.0,119.0,62.4,0.4
310,12.4000,-8.8,-58.7,139.0,119.0,60.7,0.8
311,12.4400,-9.0,-57.3,136.0,117.0,59.0,1.2
312,12.4800,-12.2,-57.9,139.0,119.0,57.3,1.6
313,12.5200,-13.8,-57.5,139.0,119.0,55.7,2.0
314,12.5600,-16.5,-58.1,141.0,121.0,54.0,2.4
315,12.6000,-18.1,-57.6,141.0,121.0,52.4,2.9
316,12.6400,-19.7,-57.1,141.0,121.0,50.8,3.4
317,12.6800,-21.3,-56.6,141.0,121.0,49.2,3.9
318,12.7200,-22.9,-56.1,141.0,121.0,47.6,4.4
319,12.7600,-24.4,-55.5,141.0,121.0,46.1,5.0
320,12.8000,-25.9,-54.9,141.0,121.0,44.6,5.6
321,12.8400,-27.4,-54.3,141.0,121.0,43.1,6.2
322,12.8800,-28.9,-53.7,141.0,121.0,41.6,6.8
323,12.9200,-31.9,-54.6,144.0,124.0,40.1,7.4
324,12.9600,-33.4,-54.0,144.0,124.0,38.6,8.0
325,13.0000,-34.8,-53.4,144.0,124.0,37.2,8.6
326,13.0400,-37.7,-53.7,147.0,126.0,35.8,9.3
327,13.0800,-39.1,-53.1,147.0,126.0,34.4,9.9
328,13.1200,-40.5,-52.5,147.0,126.0,33.0,10.5
329,13.1600,-41.9,-51.8,147.0,126.0,31.6,11.2
330,13.2000,-43.2,-51.1,147.0,126.0,30.3,11.9
331,13.2400,-44.6,-50.4,147.0,126.0,28.9,12.6
332,13.2800,-45.9,-49.6,147.0,126.0,27.6,13.4
333,13.3200,-47.2,-48.8,147.0,126.0,26.3,14.2
334,13.3600,-47.0,-47.1,144.0,124.0,25.0,14.9
335,13.4000,-48.2,-46.8,144.0,124.0,23.8,15.2
336,13.4400,-51.0,-47.5,147.0,126.0,22.5,15.5
337,13.4800,-53.7,-48.6,150.0,129.0,21.3,15.9
338,13.5200,-54.9,-48.3,150.0,129.0,20.1,16.2
339,13.5600,-56.1,-47.9,150.0,129.0,18.9,16.6
340,13.6000,-57.3,-47.5,150.0,129.0,17.7,17.0
341,13.6400,-58.4,-47.1,150.0,129.0,16.6,17.4
342,13.6800,-59.6,-46.7,150.0,129.0,15.4,17.8
343,13.7200,-60.7,-46.3,150.0,129.0,14.3,18.2
344,13.7600,-61.9,-45.8,150.0,129.0,13.1,18.7
345,13.8000,-63.0,-45.4,150.0,129.0,12.0,19.1
346,13.8400,-64.1,-44.9,150.0,129.0,10.9,19.6
347,13.8800,-65.1,-44.5,150.0,129.0,9.9,20.0
348,13.9200,-66.2,-44.1,150.0,129.0,8.8,20.4
349,13.9600,-67.3,-43.7,150.0,129.0,7.7,20.8
350,14.0000,-68.3,-43.2,150.0,129.0,6.7,21.3
351,14.0400,-69.4,-42.7,150.0,129.0,5.6,21.8
352,14.0800,-70.4,-42.3,150.0,129.0,4.6,22.2
353,14.1200,-71.4,-41.8,150.0,129.0,3.6,22.7
354,14.1600,-72.4,-41.3,150.0,129.0,2.6,23.2
355,14.2000,-73.4,-40.9,150.0,129.0,1.6,23.6
356,14.2400,-74.3,-40.4,150.0,129.0,0.7,24.1
357,14.2800,-75.3,-39.9,150.0,129.0,-0.3,24.6
358,14.3200,-76.2,-39.4,150.0,129.0,-1.2,25.1
359,14.3600,-77.1,-39.1,150.0,129.0,-2.1,25.4
360,14.4000,-78.0,-38.8,150.0,129.0,-3.0,25.7
361,14.4400,-78.9,-38.3,150.0,129.0,-3.9,26.2
362,14.4800,-79.8,-37.7,150.0,129.0,-4.8,26.8
363,14.5200,-80.7,-37.2,150.0,129.0,-5.7,27.3
364,14.5600,-81.6,-36.7,150.0,129.0,-6.6,27.8
365,14.6000,-82.5,-36.2,150.0,129.0,-7.5,28.3
366,14.6400,-83.3,-35.7,150.0,129.0,-8.3,28.8
367,14.6800,-84.1,-35.2,150.0,129.0,-9.1,29.3
368,14.7200,-85.0,-34.8,150.0,129.0,-10.0,29.7
369,14.7600,-85.8,-34.4,150.0,129.0,-10.8,30.1
370,14.8000,-86.6,-33.9,150.0,129.0,-11.6,30.6
