frame,time_s,x,y,w,h,cx,cy
206,6.8667,323.1,1.8,79.0,192.0,362.6,97.8
207,6.9000,322.5,3.1,79.0,192.0,362.0,99.1
208,6.9333,321.9,4.4,79.0,192.0,361.4,100.4
209,6.9667,322.3,7.1,77.0,189.0,360.8,101.6
210,7.0000,321.6,8.4,77.0,189.0,360.1,102.9
211,7.0333,321.5,11.7,76.0,185.0,359.5,104.2
212,7.0667,321.0,12.9,76.0,185.0,359.0,105.4
213,7.1000,320.4,14.1,76.0,185.0,358.4,106.6
214,7.1333,321.3,18.9,73.0,178.0,357.8,107.9
215,7.1667,320.8,20.1,73.0,178.0,357.3,109.1
216,7.2000,321.3,23.3,71.0,174.0,356.8,110.3
217,7.2333,321.8,27.6,69.0,168.0,356.3,111.6
218,7.2667,321.4,28.8,69.0,168.0,355.9,112.8
219,7.3000,321.9,32.0,67.0,164.0,355.4,114.0
220,7.3333,321.4,33.3,67.0,164.0,354.9,115.3
221,7.3667,321.0,34.5,67.0,164.0,354.5,116.5
222,7.4000,321.1,37.3,66.0,161.0,354.1,117.8
223,7.4333,321.2,40.1,65.0,158.0,353.7,119.1
224,7.4667,321.7,42.8,63.0,155.0,353.2,120.3
225,7.5000,321.7,45.6,62.0,152.0,352.7,121.6
226,7.5333,321.7,48.4,61.0,149.0,352.2,122.9
227,7.5667,321.0,49.8,61.0,149.0,351.5,124.3
228,7.6000,320.3,51.2,61.0,149.0,350.8,125.7
229,7.6333,319.9,52.7,61.0,149.0,350.4,127.2
230,7.6667,318.9,52.7,62.0,152.0,349.9,128.7
231,7.7000,318.4,54.0,62.0,152.0,349.4,130.0
232,7.7333,317.9,55.3,62.0,152.0,348.9,131.3
233,7.7667,317.3,56.5,62.0,152.0,348.3,132.5
234,7.8000,316.6,57.6,62.0,152.0,347.6,133.6
235,7.8333,315.8,58.7,62.0,152.0,346.8,134.7
236,7.8667,315.0,59.9,62.0,152.0,346.0,135.9
237,7.9000,314.0,61.1,62.0,152.0,345.0,137.1
238,7.9333,313.0,62.2,62.0,152.0,344.0,138.2
239,7.9667,312.5,64.8,61.0,149.0,343.0,139.3
240,8.0000,310.9,64.5,62.0,152.0,341.9,140.5
241,8.0333,309.3,64.2,63.0,155.0,340.8,141.7
242,8.0667,308.3,65.4,63.0,155.0,339.8,142.9
243,8.1000,307.2,66.6,63.0,155.0,338.7,144.1
244,8.1333,306.1,67.8,63.0,155.0,337.6,145.3
245,8.1667,305.1,69.1,63.0,155.0,336.6,146.6
246,8.2000,304.0,70.3,63.0,155.0,335.5,147.8
247,8.2333,303.0,71.5,63.0,155.0,334.5,149.0
248,8.2667,302.0,72.8,63.0,155.0,333.5,150.3
249,8.3000,301.0,74.0,63.0,155.0,332.5,151.5
250,8.3333,299.9,75.3,63.0,155.0,331.4,152.8
251,8.3667,299.0,76.6,63.0,155.0,330.5,154.1
252,8.4000,297.9,77.8,63.0,155.0,329.4,155.3
253,8.4333,297.0,79.0,63.0,155.0,328.5,156.5
254,8.4667,295.9,80.3,63.0,155.0,327.4,157.8
255,8.5000,294.8,81.5,63.0,155.0,326.3,159.0
256,8.5333,293.8,82.7,63.0,155.0,325.3,160.2
257,8.5667,292.7,84.0,63.0,155.0,324.2,161.5
258,8.6000,291.6,85.2,63.0,155.0,323.1,162.7
259,8.6333,290.5,86.5,63.0,155.0,322.0,164.0
260,8.6667,289.5,87.7,63.0,155.0,321.0,165.2
261,8.7000,288.5,89.0,63.0,155.0,320.0,166.5
262,8.7333,286.5,88.7,65.0,158.0,319.0,167.7
263,8.7667,285.6,90.0,65.0,158.0,318.1,169.0
264,8.8000,284.8,91.2,65.0,158.0,317.3,170.2
265,8.8333,284.0,92.4,65.0,158.0,316.5,171.4
266,8.8667,283.3,93.6,65.0,158.0,315.8,172.6
267,8.9000,282.6,94.9,65.0,158.0,315.1,173.9
268,8.9333,282.0,96.0,65.0,158.0,314.5,175.0
269,8.9667,281.4,97.2,65.0,158.0,313.9,176.2
270,9.0000,281.0,98.4,65.0,158.0,313.5,177.4
271,9.0333,280.5,99.6,65.0,158.0,313.0,178.6
272,9.0667,280.2,100.7,65.0,158.0,312.7,179.7
273,9.1000,279.8,101.9,65.0,158.0,312.3,180.9
274,9.1333,279.5,103.0,65.0,158.0,312.0,182.0
275,9.1667,279.2,104.2,65.0,158.0,311.7,183.2
276,9.2000,279.0,105.3,65.0,158.0,311.5,184.3
277,9.2333,278.7,106.4,65.0,158.0,311.2,185.4
278,9.2667,278.5,107.4,65.0,158.0,311.0,186.4
279,9.3000,278.3,108.5,65.0,158.0,310.8,187.5
280,9.3333,278.1,109.6,65.0,158.0,310.6,188.6
281,9.3667,277.9,110.6,65.0,158.0,310.4,189.6
282,9.4000,277.2,110.1,66.0,161.0,310.2,190.6
283,9.4333,277.0,111.2,66.0,161.0,310.0,191.7
284,9.4667,275.2,108.7,69.0,168.0,309.7,192.7
285,9.5000,274.9,109.7,69.0,168.0,309.4,193.7
286,9.5333,274.5,110.7,69.0,168.0,309.0,194.7
287,9.5667,274.1,111.6,69.0,168.0,308.6,195.6
288,9.6000,274.9,114.5,67.0,164.0,308.4,196.5
289,9.6333,274.8,115.5,67.0,164.0,308.3,197.5
290,9.6667,275.1,117.9,66.0,161.0,308.1,198.4
291,9.7000,275.0,118.8,66.0,161.0,308.0,199.3
292,9.7333,275.4,121.2,65.0,158.0,307.9,200.2
293,9.7667,275.3,122.1,65.0,158.0,307.8,201.1
294,9.8000,275.2,122.9,65.0,158.0,307.7,201.9
295,9.8333,275.2,123.8,65.0,158.0,307.7,202.8
296,9.8667,275.3,124.7,65.0,158.0,307.8,203.7
297,9.9000,274.8,124.1,66.0,161.0,307.8,204.6
298,9.9333,274.3,123.5,67.0,164.0,307.8,205.5
299,9.9667,273.4,122.4,69.0,168.0,307.9,206.4
300,10.0000,273.1,121.8,70.0,171.0,308.1,207.3
301,10.0333,273.3,122.8,70.0,171.0,308.3,208.3
302,10.0667,273.5,123.8,70.0,171.0,308.5,209.3
303,10.1000,273.6,124.7,70.0,171.0,308.6,210.2
304,10.1333,274.2,127.1,69.0,168.0,308.7,211.1
305,10.1667,273.7,126.5,70.0,171.0,308.7,212.0
306,10.2000,273.6,127.4,70.0,171.0,308.6,212.9
307,10.2333,273.5,128.3,70.0,171.0,308.5,213.8
308,10.2667,273.2,129.2,70.0,171.0,308.2,214.7
309,10.3000,272.4,128.5,71.0,174.0,307.9,215.5
310,10.3333,272.1,129.4,71.0,174.0,307.6,216.4
311,10.3667,271.7,130.3,71.0,174.0,307.2,217.3
312,10.4000,271.3,131.2,71.0,174.0,306.8,218.2
313,10.4333,270.8,132.2,71.0,174.0,306.3,219.2
314,10.4667,270.3,133.1,71.0,174.0,305.8,220.1
315,10.5000,269.8,134.0,71.0,174.0,305.3,221.0
316,10.5333,269.2,135.0,71.0,174.0,304.7,222.0
317,10.5667,268.6,136.0,71.0,174.0,304.1,223.0
318,10.6000,268.0,137.0,71.0,174.0,303.5,224.0
319,10.6333,267.3,138.0,71.0,174.0,302.8,225.0
320,10.6667,265.6,137.0,73.0,178.0,302.1,226.0
321,10.7000,264.9,138.0,73.0,178.0,301.4,227.0
322,10.7333,264.1,139.1,73.0,178.0,300.6,228.1
323,10.7667,263.3,140.1,73.0,178.0,299.8,229.1
324,10.8000,262.5,141.1,73.0,178.0,299.0,230.1
325,10.8333,261.7,142.2,73.0,178.0,298.2,231.2
326,10.8667,260.9,143.2,73.0,178.0,297.4,232.2
327,10.9000,260.0,144.3,73.0,178.0,296.5,233.3
328,10.9333,259.2,145.3,73.0,178.0,295.7,234.3
329,10.9667,258.3,146.4,73.0,178.0,294.8,235.4
330,11.0000,257.4,147.5,73.0,178.0,293.9,236.5
331,11.0333,256.1,147.0,74.0,181.0,293.1,237.5
332,11.0667,255.2,148.0,74.0,181.0,292.2,238.5
333,11.1000,254.8,150.6,73.0,178.0,291.3,239.6
334,11.1333,253.5,150.1,74.0,181.0,290.5,240.6
335,11.1667,252.6,151.2,74.0,181.0,289.6,241.7
336,11.2000,250.7,150.2,76.0,185.0,288.7,242.7
337,11.2333,251.4,154.7,73.0,178.0,287.9,243.7
338,11.2667,250.5,155.8,73.0,178.0,287.0,244.8
339,11.3000,249.2,155.3,74.0,181.0,286.2,245.8
340,11.3333,248.3,156.4,74.0,181.0,285.3,246.9
341,11.3667,248.0,158.9,73.0,178.0,284.5,247.9
342,11.4000,246.6,158.4,74.0,181.0,283.6,248.9
343,11.4333,245.8,159.4,74.0,181.0,282.8,249.9
344,11.4667,245.0,160.5,74.0,181.0,282.0,251.0
345,11.5000,243.2,159.5,76.0,185.0,281.2,252.0
346,11.5333,243.9,164.0,73.0,178.0,280.4,253.0
347,11.5667,242.6,163.5,74.0,181.0,279.6,254.0
348,11.6000,241.8,164.5,74.0,181.0,278.8,255.0
349,11.6333,241.5,167.0,73.0,178.0,278.0,256.0
350,11.6667,240.2,166.5,74.0,181.0,277.2,257.0
351,11.7000,239.9,169.1,73.0,178.0,276.4,258.1
352,11.7333,238.6,168.5,74.0,181.0,275.6,259.0
353,11.7667,238.4,171.0,73.0,178.0,274.9,260.0
354,11.8000,237.1,170.5,74.0,181.0,274.1,261.0
355,11.8333,236.8,173.0,73.0,178.0,273.3,262.0
356,11.8667,236.1,174.0,73.0,178.0,272.6,263.0
357,11.9000,235.4,175.0,73.0,178.0,271.9,264.0
358,11.9333,234.1,174.5,74.0,181.0,271.1,265.0
359,11.9667,234.9,179.0,71.0,174.0,270.4,266.0
360,12.0000,234.1,179.9,71.0,174.0,269.6,266.9
361,12.0333,233.4,180.9,71.0,174.0,268.9,267.9
362,12.0667,231.7,179.9,73.0,178.0,268.2,268.9
363,12.1000,232.0,182.8,71.0,174.0,267.5,269.8
