frame,time_s,x,y,w,h,cx,cy
324,10.9927,190.3,120.9,114.0,54.0,247.3,147.9
325,11.0267,190.2,120.2,114.0,54.0,247.2,147.2
326,11.0606,191.7,120.0,111.0,53.0,247.2,146.5
327,11.0945,189.2,118.3,116.0,55.0,247.2,145.8
328,11.1285,189.2,117.8,116.0,55.0,247.2,145.3
329,11.1624,190.3,117.8,114.0,54.0,247.3,144.8
330,11.1963,190.5,117.3,114.0,54.0,247.5,144.3
331,11.2302,193.1,117.9,109.0,52.0,247.6,143.9
332,11.2642,193.2,117.5,109.0,52.0,247.7,143.5
333,11.2981,193.4,117.2,109.0,52.0,247.9,143.2
334,11.3320,194.5,117.4,107.0,51.0,248.0,142.9
335,11.3659,193.6,116.6,109.0,52.0,248.1,142.6
336,11.3999,191.2,115.3,114.0,54.0,248.2,142.3
337,11.4338,195.9,117.0,105.0,50.0,248.4,142.0
338,11.4677,193.2,115.2,111.0,53.0,248.7,141.7
339,11.5017,193.5,114.9,111.0,53.0,249.0,141.4
340,11.5356,195.9,115.6,107.0,51.0,249.4,141.1
341,11.5695,195.4,114.9,109.0,52.0,249.9,140.9
342,11.6034,195.9,114.6,109.0,52.0,250.4,140.6
343,11.6374,196.4,114.4,109.0,52.0,250.9,140.4
344,11.6713,197.9,114.6,107.0,51.0,251.4,140.1
345,11.7052,197.5,113.9,109.0,52.0,252.0,139.9
346,11.7392,198.0,113.7,109.0,52.0,252.5,139.7
347,11.7731,199.7,114.0,107.0,51.0,253.2,139.5
348,11.8070,201.4,114.3,105.0,50.0,253.9,139.3
349,11.8409,202.1,114.1,105.0,50.0,254.6,139.1
350,11.8749,203.7,114.5,103.0,49.0,255.2,139.0
351,11.9088,204.5,114.3,103.0,49.0,256.0,138.8
352,11.9427,206.2,114.6,101.0,48.0,256.7,138.6
353,11.9767,208.1,114.9,99.0,47.0,257.6,138.4
354,12.0106,209.0,114.6,99.0,47.0,258.5,138.1
355,12.0445,210.1,114.4,99.0,47.0,259.6,137.9
356,12.0784,210.2,113.5,101.0,48.0,260.7,137.5
357,12.1124,211.3,113.3,101.0,48.0,261.8,137.3
358,12.1463,212.4,113.0,101.0,48.0,262.9,137.0
359,12.1802,213.6,112.8,101.0,48.0,264.1,136.8
360,12.2142,214.7,112.6,101.0,48.0,265.2,136.6
361,12.2481,217.8,113.4,97.0,46.0,266.3,136.4
362,12.2820,219.8,113.7,95.0,45.0,267.3,136.2
363,12.3159,220.9,113.6,95.0,45.0,268.4,136.1
364,12.3499,220.9,112.9,97.0,46.0,269.4,135.9
365,12.3838,221.9,112.8,97.0,46.0,270.4,135.8
366,12.4177,222.9,112.8,97.0,46.0,271.4,135.8
367,12.4517,223.8,112.7,97.0,46.0,272.3,135.7
368,12.4856,224.8,112.6,97.0,46.0,273.3,135.6
369,12.5195,225.7,112.6,97.0,46.0,274.2,135.6
370,12.5534,226.6,112.6,97.0,46.0,275.1,135.6
371,12.5874,228.4,113.1,95.0,45.0,275.9,135.6
372,12.6213,229.2,113.1,95.0,45.0,276.7,135.6
373,12.6552,230.0,113.1,95.0,45.0,277.5,135.6
374,12.6891,230.8,113.1,95.0,45.0,278.3,135.6
375,12.7231,231.6,113.2,95.0,45.0,279.1,135.7
376,12.7570,232.4,113.3,95.0,45.0,279.9,135.8
377,12.7909,233.1,113.3,95.0,45.0,280.6,135.8
378,12.8249,233.9,113.4,95.0,45.0,281.4,135.9
379,12.8588,234.6,113.5,95.0,45.0,282.1,136.0
380,12.8927,236.3,114.1,93.0,44.0,282.8,136.1
381,12.9266,237.0,114.2,93.0,44.0,283.5,136.2
382,12.9606,237.7,114.2,93.0,44.0,284.2,136.2
383,12.9945,239.4,114.8,91.0,43.0,284.9,136.3
384,13.0284,240.6,115.4,90.0,42.0,285.6,136.4
385,13.0624,241.3,115.4,90.0,42.0,286.3,136.4
386,13.0963,241.6,115.0,91.0,43.0,287.1,136.5
387,13.1302,242.4,115.0,91.0,43.0,287.9,136.5
388,13.1641,243.7,115.6,90.0,42.0,288.7,136.6
389,13.1981,245.6,115.7,88.0,42.0,289.6,136.7
390,13.2320,246.4,115.8,88.0,42.0,290.4,136.8
391,13.2659,247.4,115.9,88.0,42.0,291.4,136.9
392,13.2999,248.3,116.0,88.0,42.0,292.3,137.0
393,13.3338,249.3,116.1,88.0,42.0,293.3,137.1
394,13.3677,250.3,116.3,88.0,42.0,294.3,137.3
395,13.4016,251.3,116.5,88.0,42.0,295.3,137.5
396,13.4356,253.3,117.2,86.0,41.0,296.3,137.7
397,13.4695,255.2,117.9,84.0,40.0,297.2,137.9
398,13.5034,256.7,118.6,83.0,39.0,298.2,138.1
399,13.5374,258.7,119.3,81.0,38.0,299.2,138.3
400,13.5713,259.6,119.6,81.0,38.0,300.1,138.6
401,13.6052,260.6,119.9,81.0,38.0,301.1,138.9
402,13.6391,261.5,120.2,81.0,38.0,302.0,139.2
403,13.6731,262.4,120.5,81.0,38.0,302.9,139.5
404,13.7070,264.3,120.8,79.0,38.0,303.8,139.8
405,13.7409,265.2,121.1,79.0,38.0,304.7,140.1
406,13.7749,266.0,121.4,79.0,38.0,305.5,140.4
407,13.8088,266.9,121.7,79.0,38.0,306.4,140.7
408,13.8427,267.7,122.1,79.0,38.0,307.2,141.1
409,13.8766,269.0,122.9,78.0,37.0,308.0,141.4
410,13.9106,269.9,123.2,78.0,37.0,308.9,141.7
411,13.9445,270.7,123.6,78.0,37.0,309.7,142.1
412,13.9784,271.5,123.9,78.0,37.0,310.5,142.4
413,14.0123,272.4,124.3,78.0,37.0,311.4,142.8
414,14.0463,273.2,124.6,78.0,37.0,312.2,143.1
415,14.0802,274.1,125.0,78.0,37.0,313.1,143.5
416,14.1141,274.9,125.3,78.0,37.0,313.9,143.8
417,14.1481,275.8,125.7,78.0,37.0,314.8,144.2
418,14.1820,276.6,126.1,78.0,37.0,315.6,144.6
419,14.2159,277.5,126.5,78.0,37.0,316.5,145.0
420,14.2498,278.3,126.9,78.0,37.0,317.3,145.4
421,14.2838,279.1,127.3,78.0,37.0,318.1,145.8
422,14.3177,280.0,127.7,78.0,37.0,319.0,146.2
423,14.3516,280.8,128.1,78.0,37.0,319.8,146.6
424,14.3856,281.7,128.5,78.0,37.0,320.7,147.0
425,14.4195,282.5,128.9,78.0,37.0,321.5,147.4
426,14.4534,284.4,129.8,76.0,36.0,322.4,147.8
427,14.4873,285.2,130.2,76.0,36.0,323.2,148.2
428,14.5213,286.1,130.6,76.0,36.0,324.1,148.6
429,14.5552,287.0,131.0,76.0,36.0,325.0,149.0
430,14.5891,287.9,131.5,76.0,36.0,325.9,149.5
431,14.6231,289.3,132.4,75.0,35.0,326.8,149.9
432,14.6570,290.2,132.8,75.0,35.0,327.7,150.3
433,14.6909,291.1,133.2,75.0,35.0,328.6,150.7
434,14.7248,293.0,133.5,73.0,35.0,329.5,151.0
435,14.7588,293.8,133.9,73.0,35.0,330.3,151.4
436,14.7927,294.7,134.3,73.0,35.0,331.2,151.8
437,14.8266,296.1,135.2,72.0,34.0,332.1,152.2
438,14.8606,296.4,135.0,73.0,35.0,332.9,152.5
439,14.8945,297.3,135.4,73.0,35.0,333.8,152.9
440,14.9284,298.1,135.8,73.0,35.0,334.6,153.3
441,14.9623,298.9,136.2,73.0,35.0,335.4,153.7
442,14.9963,299.7,136.5,73.0,35.0,336.2,154.0
443,15.0302,300.5,136.9,73.0,35.0,337.0,154.4
444,15.0641,301.3,137.3,73.0,35.0,337.8,154.8
445,15.0981,302.6,138.2,72.0,34.0,338.6,155.2
446,15.1320,303.4,138.5,72.0,34.0,339.4,155.5
447,15.1659,304.7,139.4,71.0,33.0,340.2,155.9
448,15.1998,305.5,139.8,71.0,33.0,341.0,156.3
449,15.2338,307.3,140.1,69.0,33.0,341.8,156.6
